x,RGB,Greedy,Mikasense
0.0,1.0,1.0,1.0
0.125,0.7378460089211766,0.8512430332352416,0.7217814353359918
0.25,0.5792803494480842,0.7170228416976058,0.5971869453249089
0.375,0.5069726453671177,0.6126381643951637,0.5363029946394487
0.5,0.468173868836283,0.5490057497538441,0.5034576338942007
0.625,0.4410757619133159,0.5054393712316869,0.4693675304534771
0.75,0.4140022492216122,0.4906044709159752,0.4497331344178544
0.875,0.412343397503545,0.4592055113094102,0.4390485319616972
1.0,0.4053701623497421,0.4454265388477263,0.4268865465120959
