,x,RGB,Greedy,Mikasense
0,1.0,0.4228005866295767,0.39028047711375335,0.39420373319505797
1,0.875,0.4119237278417052,0.3746581910063777,0.38471338425383456
2,0.75,0.4017247611172622,0.3608761625242538,0.36877084008867683
3,0.625,0.3871060237562939,0.33946693109206855,0.3435653507390494
4,0.5,0.36297918704877286,0.31223363689402717,0.3219724780459774
5,0.375,0.3275313263976795,0.2661383163736904,0.2794110369930121
6,0.25,0.2665389898450912,0.20157848701004888,0.22731848093308582
7,0.125,0.17538811760881037,0.11280742161116496,0.1536792418771728
8,0.0,4.049161027194243e-33,9.205525732977949e-34,5.5250245727352375e-33
