,x,RGB,Greedy,Mikasense
0,1.0,0.5726203153893379,0.543851810375022,0.6307296593997513
1,0.875,0.5903247644813432,0.5645791343036346,0.653864544573609
2,0.75,0.6165543312694516,0.5921334399518442,0.6851656049629176
3,0.625,0.6472387496766945,0.6291308646755961,0.7179500984295614
4,0.5,0.6828926544502681,0.6759199050126106,0.7590614681796087
5,0.375,0.7376175383098855,0.7433360215136009,0.8092287668639098
6,0.25,0.8145234612372471,0.8248709617757566,0.868606477205105
7,0.125,0.9076730979299898,0.9113838494196854,0.9354556516514986
8,0.0,1.0,1.0,1.0
