,x,RGB,Greedy,Mikasense
0,1.0,0.3358417263076344,0.2641953233085183,0.33854369789335853
1,0.875,0.32615802336833144,0.2510773661165223,0.32682737310900645
2,0.75,0.3141687084560997,0.23254400169392406,0.31449736286230195
3,0.625,0.2985932589027397,0.20746734640241712,0.2996379892625069
4,0.5,0.27840761880518683,0.17350145865251132,0.2793009390485305
5,0.375,0.24270371727174056,0.1267388956102482,0.2539109123446089
6,0.25,0.1924411069135033,0.07087804211073065,0.2280635330232075
7,0.125,0.10289986011626479,0.017961777610040502,0.15455117333235024
8,0.0,6.551870173490075e-34,7.745840839924971e-45,1.4486224140391811e-32
